Date,Positive sentiment (Total),Negative sentiment (Total),Weighted sentiment (Total),Social Dominance,Active Addresses 24h,MVRV Ratio (1d),NVT Ratio (with Transaction Volume),Supply on Exchanges,Whale Transaction Count (>100k USD),Percent of Stablecoin Total Supply held by Whales with more than 5 million USD,Development Activity,Transaction Volume,Network Growth
2021-07-04T00:00:00.000Z,2299.129677116871,805.55824893713,0,21.93918813741,812879,-0.018154420738999977,42.978924055148,3042705.379393019,83170,50.801134316609,604,3146124.7213126216,2489447
2021-07-05T00:00:00.000Z,2420.886351406574,890.256427109241,0,21.308497911649,812879,-0.018154420738999977,42.978924055148,3042705.379393019,83170,50.801134316609,604,3146124.7213126216,2489447
2021-07-06T00:00:00.000Z,2417.67695838213,1000.306235611439,0,21.494004371885,812879,-0.018154420738999977,42.978924055148,3042705.379393019,83170,50.801134316609,604,3146124.7213126216,2489447
2021-07-07T00:00:00.000Z,2086.783803343773,846.388297140598,0,20.85112017352,812879,-0.018154420738999977,42.978924055148,3042705.379393019,83170,50.801134316609,604,3146124.7213126216,2489447
2021-07-08T00:00:00.000Z,2103.387667179108,1144.263414800167,0,22.138865909896,819546,0.006833451739000074,53.398465113332,3049983.2243745816,77235,52.027443888199,520,2531704.3280139216,2409642
2021-07-09T00:00:00.000Z,2000.269605517387,1007.466931581497,0,21.902894227522,819546,0.006833451739000074,53.398465113332,3049983.2243745816,77235,52.027443888199,520,2531704.3280139216,2409642
2021-07-10T00:00:00.000Z,1944.693983852863,839.552412450314,0,21.759146308382,819546,0.006833451739000074,53.398465113332,3049983.2243745816,77235,52.027443888199,520,2531704.3280139216,2409642
2021-07-11T00:00:00.000Z,1836.043824493885,952.547969758511,0,22.33110566375,819546,0.006833451739000074,53.398465113332,3049983.2243745816,77235,52.027443888199,520,2531704.3280139216,2409642
2021-07-12T00:00:00.000Z,2057.542362868786,907.259372770786,0,21.213087452483,819546,0.006833451739000074,53.398465113332,3049983.2243745816,77235,52.027443888199,520,2531704.3280139216,2409642
2021-07-13T00:00:00.000Z,2150.478907346725,988.355387568474,0,22.317484131695,819546,0.006833451739000074,53.398465113332,3049983.2243745816,77235,52.027443888199,520,2531704.3280139216,2409642
2021-07-14T00:00:00.000Z,2405.788231253624,1024.795273125172,0,23.327988000746,819546,0.006833451739000074,53.398465113332,3049983.2243745816,77235,52.027443888199,520,2531704.3280139216,2409642
2021-07-15T00:00:00.000Z,2399.391128599644,1217.676896214485,0,21.288663257709,811186,0.021100459391999893,48.136635221406,3084413.251169984,78423,51.273199902876,673,2868925.376095842,2366502
2021-07-16T00:00:00.000Z,2068.250642180443,1173.125678956509,0,22.300918878636,811186,0.021100459391999893,48.136635221406,3084413.251169984,78423,51.273199902876,673,2868925.376095842,2366502
2021-07-17T00:00:00.000Z,2091.396444320679,1199.804089605808,0,23.573891044474,811186,0.021100459391999893,48.136635221406,3084413.251169984,78423,51.273199902876,673,2868925.376095842,2366502
